team_list_id,tournament_count,player_count,best_placement,first_seen_date,first_seen_tournament_id,first_seen_event_id,regulation_set,source_name,source_url,source_record_id,extracted_at_utc,dataset_version
6767,1,1,99,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6767,6767,2026-08-03 08:41:23.658111+00,0.2.0
6770,1,2,103,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6770,6770,2026-08-03 08:41:23.658111+00,0.2.0
6775,1,1,110,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6775,6775,2026-08-03 08:41:23.658111+00,0.2.0
6783,1,1,124,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6783,6783,2026-08-03 08:41:23.658111+00,0.2.0
6784,1,1,126,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6784,6784,2026-08-03 08:41:23.658111+00,0.2.0
6786,1,1,128,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6786,6786,2026-08-03 08:41:23.658111+00,0.2.0
6792,1,1,138,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6792,6792,2026-08-03 08:41:23.658111+00,0.2.0
6796,1,1,142,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6796,6796,2026-08-03 08:41:23.658111+00,0.2.0
6800,1,1,146,2026-06-11,436,NA02wgUPFDXKmQmqILwS,m-a,Limitless VGC,https://limitlessvgc.com/teams/6800,6800,2026-08-03 08:41:23.658111+00,0.2.0
6573,1,1,1,2026-06-06,435,TU02wKzv4cT2BBiI9dEg,m-a,Limitless VGC,https://limitlessvgc.com/teams/6573,6573,2026-08-03 08:41:23.658111+00,0.2.0
